INDNO,MthCalDt,MthPrcRet,Federal_Funds_Effective_Rate,Total_Federal_Outlays,House_Price_Index,Unemployment_Rate,Confidence_Indicators,CPI_in_NE,PPI_all_commodities,Realtime_SahmRule_Recession_Indicators
1000500,2020-11-30,0.107624,0.09,364818.8591,232.337,6.7,99.21010605,273.543,198.3,3.63
1000500,2020-12-31,0.040137,0.09,489681.5558,234.39,6.7,99.21311323,274.225,200.5,3.23
1000500,2021-01-29,-0.01109,0.09,547483.2684,236.468,6.3,99.21908596,275.427,204.8,3.03
1000500,2021-02-26,0.024631,0.08,559235.9993,239.252,6.2,99.35608951,276.473,210.6,2.87
1000500,2021-03-31,0.04197,0.07,927205.9375,244.249,6.1,99.71560749,278.197,215,2.33
1000500,2021-04-30,0.052991,0.07,664765.6556,249.856,6.1,99.95540434,280.234,217.9,-0.07
1000500,2021-05-28,0.004737,0.06,595697.9515,255.481,5.8,99.89777342,281.858,224.9,-0.13
1000500,2021-06-30,0.022564,0.08,623359.2167,261.206,5.9,99.6917655,284.741,228.9,-0.03
1000500,2021-07-30,0.023309,0.1,564050.188,265.545,5.4,99.23230894,285.22,231.85,-0.23
1000500,2021-08-31,0.029205,0.09,439012.7366,268.821,5.2,98.67364865,285.63,233.415,-0.2
1000500,2021-09-30,-0.047152,0.08,521067.3412,271.474,4.8,98.38035895,286.423,235.678,-0.37
1000500,2021-10-29,0.069627,0.08,448982.7282,273.682,4.5,98.19715805,288.236,240.465,-0.27
1000500,2021-11-30,-0.008666,0.08,472543.0724,276.049,4.2,98.03780457,289.835,243.287,-0.33
1000500,2021-12-31,0.042285,0.08,508041.031,278.63,3.9,97.9382315,290.405,241.338,-0.27
1000500,2022-01-31,-0.053087,0.08,346379.914,282.015,4,97.70745583,292.644,246.453,-0.2
1000500,2022-02-28,-0.0307,0.08,506475.4955,287.258,3.8,97.40552847,294.605,252.66,-0.13
1000500,2022-03-31,0.036605,0.2,507854.5428,295.081,3.6,97.17228453,298.403,260.014,-0.1
1000500,2022-04-29,-0.088393,0.33,555433.548,301.728,3.6,97.00900275,300.325,265.31,-0.13
1000500,2022-05-31,-0.001355,0.77,455215.709,306.506,3.6,96.60962408,302.939,273.251,-0.07
1000500,2022-06-30,-0.083126,1.21,549602.9248,308.301,3.6,96.20984131,306.453,280.251,0
1000500,2022-07-29,0.092675,1.68,480386.8139,307.136,3.5,96.18242721,305.916,272.274,-0.03
1000500,2022-08-31,-0.042052,2.33,523322.6415,303.686,3.7,96.4437783,306.855,269.546,0.03
1000500,2022-09-30,-0.092876,2.56,917396.3672,300.503,3.5,96.65869307,307.152,267.898,0
1000500,2022-10-31,0.079196,3.08,406374.244,298.727,3.7,96.77124719,308.001,265.061,0.07
1000500,2022-11-30,0.052158,3.78,500645.6896,296.923,3.6,96.83717582,308.394,263.157,0.07
1000500,2022-12-30,-0.06017,4.1,539943.1082,294.415,3.5,97.05321079,308.15,257.897,0.03
